"location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"HHS Region 6","1 wk ahead","Bin","percent","7.7","7.8",0.0045
"HHS Region 6","1 wk ahead","Bin","percent","7.8","7.9",0.0036
"HHS Region 6","1 wk ahead","Bin","percent","7.9","8.0",0.0117
"HHS Region 6","1 wk ahead","Bin","percent","8.0","8.1",0.0351
"HHS Region 6","1 wk ahead","Bin","percent","8.1","8.2",0.038
"HHS Region 6","1 wk ahead","Bin","percent","8.2","8.3",0.0174
"HHS Region 6","1 wk ahead","Bin","percent","8.3","8.4",0.0075
"HHS Region 6","1 wk ahead","Bin","percent","8.4","8.5",0.0048
"HHS Region 6","1 wk ahead","Bin","percent","8.5","8.6",0.001
"HHS Region 6","1 wk ahead","Bin","percent","8.6","8.7",0
"HHS Region 6","1 wk ahead","Bin","percent","8.7","8.8",0
"HHS Region 6","1 wk ahead","Bin","percent","8.8","8.9",0
"HHS Region 6","1 wk ahead","Bin","percent","8.9","9.0",0
"HHS Region 6","1 wk ahead","Bin","percent","9.0","9.1",0
"HHS Region 6","1 wk ahead","Bin","percent","9.1","9.2",0
"HHS Region 6","1 wk ahead","Bin","percent","9.2","9.3",0
"HHS Region 6","1 wk ahead","Bin","percent","9.3","9.4",0
"HHS Region 6","1 wk ahead","Bin","percent","9.4","9.5",0
"HHS Region 6","1 wk ahead","Bin","percent","9.5","9.6",0
"HHS Region 6","1 wk ahead","Bin","percent","9.6","9.7",0
"HHS Region 6","1 wk ahead","Bin","percent","9.7","9.8",0
"HHS Region 6","1 wk ahead","Bin","percent","9.8","9.9",0
"HHS Region 6","1 wk ahead","Bin","percent","9.9","10.0",0
"HHS Region 6","1 wk ahead","Bin","percent","10.0","10.1",0
"HHS Region 6","1 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 6","1 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 6","1 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 6","1 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 6","1 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 6","1 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 6","1 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 6","1 wk ahead","Bin","percent","10.8","10.9",0
"HHS Region 6","1 wk ahead","Bin","percent","10.9","11.0",0
"HHS Region 6","1 wk ahead","Bin","percent","11.0","11.1",0
"HHS Region 6","1 wk ahead","Bin","percent","11.1","11.2",0
"HHS Region 6","1 wk ahead","Bin","percent","11.2","11.3",0
"HHS Region 6","1 wk ahead","Bin","percent","11.3","11.4",0
"HHS Region 6","1 wk ahead","Bin","percent","11.4","11.5",0
"HHS Region 6","1 wk ahead","Bin","percent","11.5","11.6",0
"HHS Region 6","1 wk ahead","Bin","percent","11.6","11.7",0
"HHS Region 6","1 wk ahead","Bin","percent","11.7","11.8",0
"HHS Region 6","1 wk ahead","Bin","percent","11.8","11.9",0
"HHS Region 6","1 wk ahead","Bin","percent","11.9","12.0",0
"HHS Region 6","1 wk ahead","Bin","percent","12.0","12.1",0
"HHS Region 6","1 wk ahead","Bin","percent","12.1","12.2",0
"HHS Region 6","1 wk ahead","Bin","percent","12.2","12.3",0
"HHS Region 6","1 wk ahead","Bin","percent","12.3","12.4",0
"HHS Region 6","1 wk ahead","Bin","percent","12.4","12.5",0
"HHS Region 6","1 wk ahead","Bin","percent","12.5","12.6",0
"HHS Region 6","1 wk ahead","Bin","percent","12.6","12.7",0
"HHS Region 6","1 wk ahead","Bin","percent","12.7","12.8",0
"HHS Region 6","1 wk ahead","Bin","percent","12.8","12.9",0
"HHS Region 6","1 wk ahead","Bin","percent","12.9","13.0",0
"HHS Region 6","1 wk ahead","Bin","percent","13.0","100.0",0
"HHS Region 6","2 wk ahead","Point","percent",NA,NA,3.5
"HHS Region 6","2 wk ahead","Bin","percent","0.0","0.1",0
"HHS Region 6","2 wk ahead","Bin","percent","0.1","0.2",0
"HHS Region 6","2 wk ahead","Bin","percent","0.2","0.3",0
"HHS Region 6","2 wk ahead","Bin","percent","0.3","0.4",0
"HHS Region 6","2 wk ahead","Bin","percent","0.4","0.5",0
"HHS Region 6","2 wk ahead","Bin","percent","0.5","0.6",0
"HHS Region 6","2 wk ahead","Bin","percent","0.6","0.7",0
"HHS Region 6","2 wk ahead","Bin","percent","0.7","0.8",0
"HHS Region 6","2 wk ahead","Bin","percent","0.8","0.9",0
"HHS Region 6","2 wk ahead","Bin","percent","0.9","1.0",0
"HHS Region 6","2 wk ahead","Bin","percent","1.0","1.1",0
"HHS Region 6","2 wk ahead","Bin","percent","1.1","1.2",0
"HHS Region 6","2 wk ahead","Bin","percent","1.2","1.3",0
"HHS Region 6","2 wk ahead","Bin","percent","1.3","1.4",0
"HHS Region 6","2 wk ahead","Bin","percent","1.4","1.5",0
"HHS Region 6","2 wk ahead","Bin","percent","1.5","1.6",0
"HHS Region 6","2 wk ahead","Bin","percent","1.6","1.7",0
"HHS Region 6","2 wk ahead","Bin","percent","1.7","1.8",0
"HHS Region 6","2 wk ahead","Bin","percent","1.8","1.9",0
"HHS Region 6","2 wk ahead","Bin","percent","1.9","2.0",0
"HHS Region 6","2 wk ahead","Bin","percent","2.0","2.1",0
"HHS Region 6","2 wk ahead","Bin","percent","2.1","2.2",0
"HHS Region 6","2 wk ahead","Bin","percent","2.2","2.3",0
"HHS Region 6","2 wk ahead","Bin","percent","2.3","2.4",0
"HHS Region 6","2 wk ahead","Bin","percent","2.4","2.5",0
"HHS Region 6","2 wk ahead","Bin","percent","2.5","2.6",0.0016
"HHS Region 6","2 wk ahead","Bin","percent","2.6","2.7",0.0036
"HHS Region 6","2 wk ahead","Bin","percent","2.7","2.8",0.0066
"HHS Region 6","2 wk ahead","Bin","percent","2.8","2.9",0.015
"HHS Region 6","2 wk ahead","Bin","percent","2.9","3.0",0.0315
"HHS Region 6","2 wk ahead","Bin","percent","3.0","3.1",0.0505
"HHS Region 6","2 wk ahead","Bin","percent","3.1","3.2",0.0752
"HHS Region 6","2 wk ahead","Bin","percent","3.2","3.3",0.1024
"HHS Region 6","2 wk ahead","Bin","percent","3.3","3.4",0.1
"HHS Region 6","2 wk ahead","Bin","percent","3.4","3.5",0.0963
"HHS Region 6","2 wk ahead","Bin","percent","3.5","3.6",0.0868
"HHS Region 6","2 wk ahead","Bin","percent","3.6","3.7",0.0785
"HHS Region 6","2 wk ahead","Bin","percent","3.7","3.8",0.0677
"HHS Region 6","2 wk ahead","Bin","percent","3.8","3.9",0.0473
"HHS Region 6","2 wk ahead","Bin","percent","3.9","4.0",0.034
"HHS Region 6","2 wk ahead","Bin","percent","4.0","4.1",0.026
"HHS Region 6","2 wk ahead","Bin","percent","4.1","4.2",0.0185
"HHS Region 6","2 wk ahead","Bin","percent","4.2","4.3",0.0098
"HHS Region 6","2 wk ahead","Bin","percent","4.3","4.4",0.0064
"HHS Region 6","2 wk ahead","Bin","percent","4.4","4.5",0.0041
"HHS Region 6","2 wk ahead","Bin","percent","4.5","4.6",0.0031
"HHS Region 6","2 wk ahead","Bin","percent","4.6","4.7",0.0022
"HHS Region 6","2 wk ahead","Bin","percent","4.7","4.8",0.0017
"HHS Region 6","2 wk ahead","Bin","percent","4.8","4.9",8e-04
"HHS Region 6","2 wk ahead","Bin","percent","4.9","5.0",6e-04
"HHS Region 6","2 wk ahead","Bin","percent","5.0","5.1",1e-04
"HHS Region 6","2 wk ahead","Bin","percent","5.1","5.2",2e-04
"HHS Region 6","2 wk ahead","Bin","percent","5.2","5.3",0
"HHS Region 6","2 wk ahead","Bin","percent","5.3","5.4",2e-04
"HHS Region 6","2 wk ahead","Bin","percent","5.4","5.5",2e-04
"HHS Region 6","2 wk ahead","Bin","percent","5.5","5.6",0
"HHS Region 6","2 wk ahead","Bin","percent","5.6","5.7",0
"HHS Region 6","2 wk ahead","Bin","percent","5.7","5.8",0
"HHS Region 6","2 wk ahead","Bin","percent","5.8","5.9",0
"HHS Region 6","2 wk ahead","Bin","percent","5.9","6.0",0
"HHS Region 6","2 wk ahead","Bin","percent","6.0","6.1",0
"HHS Region 6","2 wk ahead","Bin","percent","6.1","6.2",0
"HHS Region 6","2 wk ahead","Bin","percent","6.2","6.3",0
"HHS Region 6","2 wk ahead","Bin","percent","6.3","6.4",0
"HHS Region 6","2 wk ahead","Bin","percent","6.4","6.5",0
"HHS Region 6","2 wk ahead","Bin","percent","6.5","6.6",0
"HHS Region 6","2 wk ahead","Bin","percent","6.6","6.7",0
"HHS Region 6","2 wk ahead","Bin","percent","6.7","6.8",0
"HHS Region 6","2 wk ahead","Bin","percent","6.8","6.9",0
"HHS Region 6","2 wk ahead","Bin","percent","6.9","7.0",0
"HHS Region 6","2 wk ahead","Bin","percent","7.0","7.1",0
"HHS Region 6","2 wk ahead","Bin","percent","7.1","7.2",0
"HHS Region 6","2 wk ahead","Bin","percent","7.2","7.3",0
"HHS Region 6","2 wk ahead","Bin","percent","7.3","7.4",0
"HHS Region 6","2 wk ahead","Bin","percent","7.4","7.5",0
"HHS Region 6","2 wk ahead","Bin","percent","7.5","7.6",0
"HHS Region 6","2 wk ahead","Bin","percent","7.6","7.7",0
"HHS Region 6","2 wk ahead","Bin","percent","7.7","7.8",0
"HHS Region 6","2 wk ahead","Bin","percent","7.8","7.9",0
"HHS Region 6","2 wk ahead","Bin","percent","7.9","8.0",0
"HHS Region 6","2 wk ahead","Bin","percent","8.0","8.1",0
"HHS Region 6","2 wk ahead","Bin","percent","8.1","8.2",0
"HHS Region 6","2 wk ahead","Bin","percent","8.2","8.3",0
"HHS Region 6","2 wk ahead","Bin","percent","8.3","8.4",0
"HHS Region 6","2 wk ahead","Bin","percent","8.4","8.5",0
"HHS Region 6","2 wk ahead","Bin","percent","8.5","8.6",0
"HHS Region 6","2 wk ahead","Bin","percent","8.6","8.7",0
"HHS Region 6","2 wk ahead","Bin","percent","8.7","8.8",0
"HHS Region 6","2 wk ahead","Bin","percent","8.8","8.9",0
"HHS Region 6","2 wk ahead","Bin","percent","8.9","9.0",0
"HHS Region 6","2 wk ahead","Bin","percent","9.0","9.1",0
"HHS Region 6","2 wk ahead","Bin","percent","9.1","9.2",0
"HHS Region 6","2 wk ahead","Bin","percent","9.2","9.3",0
"HHS Region 6","2 wk ahead","Bin","percent","9.3","9.4",0
"HHS Region 6","2 wk ahead","Bin","percent","9.4","9.5",0
"HHS Region 6","2 wk ahead","Bin","percent","9.5","9.6",0
"HHS Region 6","2 wk ahead","Bin","percent","9.6","9.7",0
"HHS Region 6","2 wk ahead","Bin","percent","9.7","9.8",0
"HHS Region 6","2 wk ahead","Bin","percent","9.8","9.9",0
"HHS Region 6","2 wk ahead","Bin","percent","9.9","10.0",0
"HHS Region 6","2 wk ahead","Bin","percent","10.0","10.1",0
"HHS Region 6","2 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 6","2 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 6","2 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 6","2 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 6","2 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 6","2 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 6","2 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 6","2 wk ahead","Bin","percent","10.8","10.9",3e-04
"HHS Region 6","2 wk ahead","Bin","percent","10.9","11.0",7e-04
"HHS Region 6","2 wk ahead","Bin","percent","11.0","11.1",0.0032
"HHS Region 6","2 wk ahead","Bin","percent","11.1","11.2",0.0055
"HHS Region 6","2 wk ahead","Bin","percent","11.2","11.3",0.0093
"HHS Region 6","2 wk ahead","Bin","percent","11.3","11.4",0.0219
"HHS Region 6","2 wk ahead","Bin","percent","11.4","11.5",0.0327
"HHS Region 6","2 wk ahead","Bin","percent","11.5","11.6",0.027
"HHS Region 6","2 wk ahead","Bin","percent","11.6","11.7",0.017
"HHS Region 6","2 wk ahead","Bin","percent","11.7","11.8",0.0075
"HHS Region 6","2 wk ahead","Bin","percent","11.8","11.9",0.003
"HHS Region 6","2 wk ahead","Bin","percent","11.9","12.0",8e-04
"HHS Region 6","2 wk ahead","Bin","percent","12.0","12.1",1e-04
"HHS Region 6","2 wk ahead","Bin","percent","12.1","12.2",1e-04
"HHS Region 6","2 wk ahead","Bin","percent","12.2","12.3",0
"HHS Region 6","2 wk ahead","Bin","percent","12.3","12.4",0
"HHS Region 6","2 wk ahead","Bin","percent","12.4","12.5",0
"HHS Region 6","2 wk ahead","Bin","percent","12.5","12.6",0
"HHS Region 6","2 wk ahead","Bin","percent","12.6","12.7",0
"HHS Region 6","2 wk ahead","Bin","percent","12.7","12.8",0
"HHS Region 6","2 wk ahead","Bin","percent","12.8","12.9",0
"HHS Region 6","2 wk ahead","Bin","percent","12.9","13.0",0
"HHS Region 6","2 wk ahead","Bin","percent","13.0","100.0",0
"HHS Region 6","3 wk ahead","Point","percent",NA,NA,3.5
"HHS Region 6","3 wk ahead","Bin","percent","0.0","0.1",0
"HHS Region 6","3 wk ahead","Bin","percent","0.1","0.2",0
"HHS Region 6","3 wk ahead","Bin","percent","0.2","0.3",0
"HHS Region 6","3 wk ahead","Bin","percent","0.3","0.4",0
"HHS Region 6","3 wk ahead","Bin","percent","0.4","0.5",0
"HHS Region 6","3 wk ahead","Bin","percent","0.5","0.6",0
"HHS Region 6","3 wk ahead","Bin","percent","0.6","0.7",0
"HHS Region 6","3 wk ahead","Bin","percent","0.7","0.8",0
"HHS Region 6","3 wk ahead","Bin","percent","0.8","0.9",0
"HHS Region 6","3 wk ahead","Bin","percent","0.9","1.0",0
"HHS Region 6","3 wk ahead","Bin","percent","1.0","1.1",0
"HHS Region 6","3 wk ahead","Bin","percent","1.1","1.2",0
"HHS Region 6","3 wk ahead","Bin","percent","1.2","1.3",0
"HHS Region 6","3 wk ahead","Bin","percent","1.3","1.4",0
"HHS Region 6","3 wk ahead","Bin","percent","1.4","1.5",0
"HHS Region 6","3 wk ahead","Bin","percent","1.5","1.6",0
"HHS Region 6","3 wk ahead","Bin","percent","1.6","1.7",0
"HHS Region 6","3 wk ahead","Bin","percent","1.7","1.8",0
"HHS Region 6","3 wk ahead","Bin","percent","1.8","1.9",0
"HHS Region 6","3 wk ahead","Bin","percent","1.9","2.0",0
"HHS Region 6","3 wk ahead","Bin","percent","2.0","2.1",0
"HHS Region 6","3 wk ahead","Bin","percent","2.1","2.2",0
"HHS Region 6","3 wk ahead","Bin","percent","2.2","2.3",0
"HHS Region 6","3 wk ahead","Bin","percent","2.3","2.4",0
"HHS Region 6","3 wk ahead","Bin","percent","2.4","2.5",0
"HHS Region 6","3 wk ahead","Bin","percent","2.5","2.6",9e-04
"HHS Region 6","3 wk ahead","Bin","percent","2.6","2.7",0.0027
"HHS Region 6","3 wk ahead","Bin","percent","2.7","2.8",0.0071
"HHS Region 6","3 wk ahead","Bin","percent","2.8","2.9",0.014
"HHS Region 6","3 wk ahead","Bin","percent","2.9","3.0",0.0333
"HHS Region 6","3 wk ahead","Bin","percent","3.0","3.1",0.0567
"HHS Region 6","3 wk ahead","Bin","percent","3.1","3.2",0.0785
"HHS Region 6","3 wk ahead","Bin","percent","3.2","3.3",0.0891
"HHS Region 6","3 wk ahead","Bin","percent","3.3","3.4",0.0873
"HHS Region 6","3 wk ahead","Bin","percent","3.4","3.5",0.088
"HHS Region 6","3 wk ahead","Bin","percent","3.5","3.6",0.0843
"HHS Region 6","3 wk ahead","Bin","percent","3.6","3.7",0.0789
"HHS Region 6","3 wk ahead","Bin","percent","3.7","3.8",0.0692
"HHS Region 6","3 wk ahead","Bin","percent","3.8","3.9",0.0604
"HHS Region 6","3 wk ahead","Bin","percent","3.9","4.0",0.0547
"HHS Region 6","3 wk ahead","Bin","percent","4.0","4.1",0.0446
"HHS Region 6","3 wk ahead","Bin","percent","4.1","4.2",0.0369
"HHS Region 6","3 wk ahead","Bin","percent","4.2","4.3",0.0268
"HHS Region 6","3 wk ahead","Bin","percent","4.3","4.4",0.0245
"HHS Region 6","3 wk ahead","Bin","percent","4.4","4.5",0.0162
"HHS Region 6","3 wk ahead","Bin","percent","4.5","4.6",0.0114
"HHS Region 6","3 wk ahead","Bin","percent","4.6","4.7",0.0087
"HHS Region 6","3 wk ahead","Bin","percent","4.7","4.8",0.0068
"HHS Region 6","3 wk ahead","Bin","percent","4.8","4.9",0.0054
"HHS Region 6","3 wk ahead","Bin","percent","4.9","5.0",0.0026
"HHS Region 6","3 wk ahead","Bin","percent","5.0","5.1",0.0028
"HHS Region 6","3 wk ahead","Bin","percent","5.1","5.2",0.0015
"HHS Region 6","3 wk ahead","Bin","percent","5.2","5.3",0.0012
"HHS Region 6","3 wk ahead","Bin","percent","5.3","5.4",0.0019
"HHS Region 6","3 wk ahead","Bin","percent","5.4","5.5",0.0011
"HHS Region 6","3 wk ahead","Bin","percent","5.5","5.6",7e-04
"HHS Region 6","3 wk ahead","Bin","percent","5.6","5.7",4e-04
"HHS Region 6","3 wk ahead","Bin","percent","5.7","5.8",3e-04
"HHS Region 6","3 wk ahead","Bin","percent","5.8","5.9",4e-04
"HHS Region 6","3 wk ahead","Bin","percent","5.9","6.0",1e-04
"HHS Region 6","3 wk ahead","Bin","percent","6.0","6.1",1e-04
"HHS Region 6","3 wk ahead","Bin","percent","6.1","6.2",1e-04
"HHS Region 6","3 wk ahead","Bin","percent","6.2","6.3",1e-04
"HHS Region 6","3 wk ahead","Bin","percent","6.3","6.4",1e-04
"HHS Region 6","3 wk ahead","Bin","percent","6.4","6.5",0
"HHS Region 6","3 wk ahead","Bin","percent","6.5","6.6",1e-04
"HHS Region 6","3 wk ahead","Bin","percent","6.6","6.7",0
"HHS Region 6","3 wk ahead","Bin","percent","6.7","6.8",0
"HHS Region 6","3 wk ahead","Bin","percent","6.8","6.9",0
"HHS Region 6","3 wk ahead","Bin","percent","6.9","7.0",1e-04
"HHS Region 6","3 wk ahead","Bin","percent","7.0","7.1",0
"HHS Region 6","3 wk ahead","Bin","percent","7.1","7.2",0
"HHS Region 6","3 wk ahead","Bin","percent","7.2","7.3",0
"HHS Region 6","3 wk ahead","Bin","percent","7.3","7.4",0
"HHS Region 6","3 wk ahead","Bin","percent","7.4","7.5",0
"HHS Region 6","3 wk ahead","Bin","percent","7.5","7.6",0
"HHS Region 6","3 wk ahead","Bin","percent","7.6","7.7",0
"HHS Region 6","3 wk ahead","Bin","percent","7.7","7.8",0
"HHS Region 6","3 wk ahead","Bin","percent","7.8","7.9",0
"HHS Region 6","3 wk ahead","Bin","percent","7.9","8.0",0
"HHS Region 6","3 wk ahead","Bin","percent","8.0","8.1",0
"HHS Region 6","3 wk ahead","Bin","percent","8.1","8.2",0
"HHS Region 6","3 wk ahead","Bin","percent","8.2","8.3",0
"HHS Region 6","3 wk ahead","Bin","percent","8.3","8.4",0
"HHS Region 6","3 wk ahead","Bin","percent","8.4","8.5",0
"HHS Region 6","3 wk ahead","Bin","percent","8.5","8.6",0
"HHS Region 6","3 wk ahead","Bin","percent","8.6","8.7",0
"HHS Region 6","3 wk ahead","Bin","percent","8.7","8.8",0
"HHS Region 6","3 wk ahead","Bin","percent","8.8","8.9",0
"HHS Region 6","3 wk ahead","Bin","percent","8.9","9.0",0
"HHS Region 6","3 wk ahead","Bin","percent","9.0","9.1",0
"HHS Region 6","3 wk ahead","Bin","percent","9.1","9.2",0
"HHS Region 6","3 wk ahead","Bin","percent","9.2","9.3",0
"HHS Region 6","3 wk ahead","Bin","percent","9.3","9.4",0
"HHS Region 6","3 wk ahead","Bin","percent","9.4","9.5",0
"HHS Region 6","3 wk ahead","Bin","percent","9.5","9.6",0
"HHS Region 6","3 wk ahead","Bin","percent","9.6","9.7",0
"HHS Region 6","3 wk ahead","Bin","percent","9.7","9.8",0
"HHS Region 6","3 wk ahead","Bin","percent","9.8","9.9",0
"HHS Region 6","3 wk ahead","Bin","percent","9.9","10.0",0
"HHS Region 6","3 wk ahead","Bin","percent","10.0","10.1",0
"HHS Region 6","3 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 6","3 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 6","3 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 6","3 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 6","3 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 6","3 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 6","3 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 6","3 wk ahead","Bin","percent","10.8","10.9",0
"HHS Region 6","3 wk ahead","Bin","percent","10.9","11.0",0
"HHS Region 6","3 wk ahead","Bin","percent","11.0","11.1",0
"HHS Region 6","3 wk ahead","Bin","percent","11.1","11.2",0
"HHS Region 6","3 wk ahead","Bin","percent","11.2","11.3",0
"HHS Region 6","3 wk ahead","Bin","percent","11.3","11.4",0
"HHS Region 6","3 wk ahead","Bin","percent","11.4","11.5",0
"HHS Region 6","3 wk ahead","Bin","percent","11.5","11.6",0
"HHS Region 6","3 wk ahead","Bin","percent","11.6","11.7",0
"HHS Region 6","3 wk ahead","Bin","percent","11.7","11.8",0
"HHS Region 6","3 wk ahead","Bin","percent","11.8","11.9",0
"HHS Region 6","3 wk ahead","Bin","percent","11.9","12.0",0
"HHS Region 6","3 wk ahead","Bin","percent","12.0","12.1",0
"HHS Region 6","3 wk ahead","Bin","percent","12.1","12.2",0
"HHS Region 6","3 wk ahead","Bin","percent","12.2","12.3",0
"HHS Region 6","3 wk ahead","Bin","percent","12.3","12.4",0
"HHS Region 6","3 wk ahead","Bin","percent","12.4","12.5",0
"HHS Region 6","3 wk ahead","Bin","percent","12.5","12.6",0
"HHS Region 6","3 wk ahead","Bin","percent","12.6","12.7",0
"HHS Region 6","3 wk ahead","Bin","percent","12.7","12.8",0
"HHS Region 6","3 wk ahead","Bin","percent","12.8","12.9",0
"HHS Region 6","3 wk ahead","Bin","percent","12.9","13.0",0
"HHS Region 6","3 wk ahead","Bin","percent","13.0","100.0",0
"HHS Region 6","4 wk ahead","Point","percent",NA,NA,4.3
"HHS Region 6","4 wk ahead","Bin","percent","0.0","0.1",0
"HHS Region 6","4 wk ahead","Bin","percent","0.1","0.2",0
"HHS Region 6","4 wk ahead","Bin","percent","0.2","0.3",0
"HHS Region 6","4 wk ahead","Bin","percent","0.3","0.4",0
"HHS Region 6","4 wk ahead","Bin","percent","0.4","0.5",0
"HHS Region 6","4 wk ahead","Bin","percent","0.5","0.6",0
"HHS Region 6","4 wk ahead","Bin","percent","0.6","0.7",0
"HHS Region 6","4 wk ahead","Bin","percent","0.7","0.8",0
"HHS Region 6","4 wk ahead","Bin","percent","0.8","0.9",0
"HHS Region 6","4 wk ahead","Bin","percent","0.9","1.0",0
"HHS Region 6","4 wk ahead","Bin","percent","1.0","1.1",0
"HHS Region 6","4 wk ahead","Bin","percent","1.1","1.2",0
"HHS Region 6","4 wk ahead","Bin","percent","1.2","1.3",0
"HHS Region 6","4 wk ahead","Bin","percent","1.3","1.4",0
"HHS Region 6","4 wk ahead","Bin","percent","1.4","1.5",0
"HHS Region 6","4 wk ahead","Bin","percent","1.5","1.6",0
"HHS Region 6","4 wk ahead","Bin","percent","1.6","1.7",0
"HHS Region 6","4 wk ahead","Bin","percent","1.7","1.8",0
"HHS Region 6","4 wk ahead","Bin","percent","1.8","1.9",0
"HHS Region 6","4 wk ahead","Bin","percent","1.9","2.0",0
"HHS Region 6","4 wk ahead","Bin","percent","2.0","2.1",0
"HHS Region 6","4 wk ahead","Bin","percent","2.1","2.2",0
"HHS Region 6","4 wk ahead","Bin","percent","2.2","2.3",0
"HHS Region 6","4 wk ahead","Bin","percent","2.3","2.4",0
"HHS Region 6","4 wk ahead","Bin","percent","2.4","2.5",0
"HHS Region 6","4 wk ahead","Bin","percent","2.5","2.6",0
"HHS Region 6","4 wk ahead","Bin","percent","2.6","2.7",0
"HHS Region 6","4 wk ahead","Bin","percent","2.7","2.8",0
"HHS Region 6","4 wk ahead","Bin","percent","2.8","2.9",0
"HHS Region 6","4 wk ahead","Bin","percent","2.9","3.0",0
"HHS Region 6","4 wk ahead","Bin","percent","3.0","3.1",0
"HHS Region 6","4 wk ahead","Bin","percent","3.1","3.2",0.002
"HHS Region 6","4 wk ahead","Bin","percent","3.2","3.3",0.0032
"HHS Region 6","4 wk ahead","Bin","percent","3.3","3.4",0.0041
"HHS Region 6","4 wk ahead","Bin","percent","3.4","3.5",0.0177
"HHS Region 6","4 wk ahead","Bin","percent","3.5","3.6",0.031
"HHS Region 6","4 wk ahead","Bin","percent","3.6","3.7",0.0441
"HHS Region 6","4 wk ahead","Bin","percent","3.7","3.8",0.0473
"HHS Region 6","4 wk ahead","Bin","percent","3.8","3.9",0.0676
"HHS Region 6","4 wk ahead","Bin","percent","3.9","4.0",0.067
"HHS Region 6","4 wk ahead","Bin","percent","4.0","4.1",0.0632
"HHS Region 6","4 wk ahead","Bin","percent","4.1","4.2",0.0637
"HHS Region 6","4 wk ahead","Bin","percent","4.2","4.3",0.0559
"HHS Region 6","4 wk ahead","Bin","percent","4.3","4.4",0.0554
"HHS Region 6","4 wk ahead","Bin","percent","4.4","4.5",0.0535
"HHS Region 6","4 wk ahead","Bin","percent","4.5","4.6",0.0469
"HHS Region 6","4 wk ahead","Bin","percent","4.6","4.7",0.0484
"HHS Region 6","4 wk ahead","Bin","percent","4.7","4.8",0.0404
"HHS Region 6","4 wk ahead","Bin","percent","4.8","4.9",0.0356
"HHS Region 6","4 wk ahead","Bin","percent","4.9","5.0",0.0391
"HHS Region 6","4 wk ahead","Bin","percent","5.0","5.1",0.033
"HHS Region 6","4 wk ahead","Bin","percent","5.1","5.2",0.0301
"HHS Region 6","4 wk ahead","Bin","percent","5.2","5.3",0.0234
"HHS Region 6","4 wk ahead","Bin","percent","5.3","5.4",0.0179
"HHS Region 6","4 wk ahead","Bin","percent","5.4","5.5",0.0186
"HHS Region 6","4 wk ahead","Bin","percent","5.5","5.6",0.0133
"HHS Region 6","4 wk ahead","Bin","percent","5.6","5.7",0.0134
"HHS Region 6","4 wk ahead","Bin","percent","5.7","5.8",0.0123
"HHS Region 6","4 wk ahead","Bin","percent","5.8","5.9",0.0103
"HHS Region 6","4 wk ahead","Bin","percent","5.9","6.0",0.0063
"HHS Region 6","4 wk ahead","Bin","percent","6.0","6.1",0.0046
"HHS Region 6","4 wk ahead","Bin","percent","6.1","6.2",0.0055
"HHS Region 6","4 wk ahead","Bin","percent","6.2","6.3",0.0036
"HHS Region 6","4 wk ahead","Bin","percent","6.3","6.4",0.0029
"HHS Region 6","4 wk ahead","Bin","percent","6.4","6.5",0.0034
"HHS Region 6","4 wk ahead","Bin","percent","6.5","6.6",0.0025
"HHS Region 6","4 wk ahead","Bin","percent","6.6","6.7",0.002
"HHS Region 6","4 wk ahead","Bin","percent","6.7","6.8",0.0012
"HHS Region 6","4 wk ahead","Bin","percent","6.8","6.9",7e-04
"HHS Region 6","4 wk ahead","Bin","percent","6.9","7.0",0.0017
"HHS Region 6","4 wk ahead","Bin","percent","7.0","7.1",8e-04
"HHS Region 6","4 wk ahead","Bin","percent","7.1","7.2",0.0017
"HHS Region 6","4 wk ahead","Bin","percent","7.2","7.3",5e-04
"HHS Region 6","4 wk ahead","Bin","percent","7.3","7.4",7e-04
"HHS Region 6","4 wk ahead","Bin","percent","7.4","7.5",9e-04
"HHS Region 6","4 wk ahead","Bin","percent","7.5","7.6",1e-04
"HHS Region 6","4 wk ahead","Bin","percent","7.6","7.7",5e-04
"HHS Region 6","4 wk ahead","Bin","percent","7.7","7.8",2e-04
"HHS Region 6","4 wk ahead","Bin","percent","7.8","7.9",4e-04
